Pipeline,Completness,Resolution
ARP,0,"4.0	(150)"
ARP,89,"2.0 - 3.1	(81)"
ARP,1.63,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,16.15,"3.6	(150)"
ARP,0.68,"3.6	(150)"
ARP,19.09,"3.4	(150)"
ARP,88.29,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,0.61,"3.6	(150)"
ARP,0.75,"4.0	(150)"
ARP,93.21,"2.0 - 3.1	(81)"
ARP,0,"3.2	(150)"
ARP,0.85,"3.4	(150)"
ARP,0,"3.2	(150)"
ARP,0.25,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.25,"3.4	(150)"
ARP,0.82,"3.2	(150)"
ARP,0.55,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,20.34,"3.2	(150)"
ARP,96.7,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,0.31,"4.0	(150)"
ARP,0.47,"3.8	(150)"
ARP,1.09,"3.6	(150)"
ARP,0.47,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,84.63,"2.0 - 3.1	(81)"
ARP,0.27,"3.6	(150)"
ARP,0.5,"3.2	(150)"
ARP,0.91,"3.6	(150)"
ARP,0.43,"3.2	(150)"
ARP,0,"3.2	(150)"
ARP,0.56,"4.0	(150)"
ARP,0.15,"3.6	(150)"
ARP,0.63,"3.6	(150)"
ARP,53.77,"3.2	(150)"
ARP,0.14,"3.6	(150)"
ARP,1.22,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0.28,"4.0	(150)"
ARP,98.41,"2.0 - 3.1	(81)"
ARP,0.81,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,1.12,"3.8	(150)"
ARP,98.07,"1.0 - 1.9	(67)"
ARP,1.21,"3.2	(150)"
ARP,36.04,"1.0 - 1.9	(67)"
ARP,98.39,"1.0 - 1.9	(67)"
ARP,0.53,"4.0	(150)"
ARP,0.26,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,0.52,"3.6	(150)"
ARP,6.2,"3.2	(150)"
ARP,0.41,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,16.92,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,70.34,"2.0 - 3.1	(81)"
ARP,4.17,"3.4	(150)"
ARP,0.87,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,94.55,"1.0 - 1.9	(67)"
ARP,0,"4.0	(150)"
ARP,99.23,"2.0 - 3.1	(81)"
ARP,91.67,"1.0 - 1.9	(67)"
ARP,0.23,"4.0	(150)"
ARP,4.56,"3.4	(150)"
ARP,0.37,"3.6	(150)"
ARP,0.26,"3.8	(150)"
ARP,0.43,"3.2	(150)"
ARP,3.28,"3.6	(150)"
ARP,0.82,"3.8	(150)"
ARP,10.74,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0.78,"3.4	(150)"
ARP,31.38,"2.0 - 3.1	(81)"
ARP,98.22,"1.0 - 1.9	(67)"
ARP,0.2,"4.0	(150)"
ARP,7.75,"3.2	(150)"
ARP,0.38,"4.0	(150)"
ARP,0.27,"3.6	(150)"
ARP,0.19,"3.2	(150)"
ARP,12.34,"3.2	(150)"
ARP,0.55,"3.2	(150)"
ARP,5.23,"3.2	(150)"
ARP,40.27,"2.0 - 3.1	(81)"
ARP,78.44,"2.0 - 3.1	(81)"
ARP,0.12,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,0.58,"3.4	(150)"
ARP,0.2,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,6.85,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,0.15,"4.0	(150)"
ARP,0.49,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,96.18,"2.0 - 3.1	(81)"
ARP,0.25,"4.0	(150)"
ARP,0.19,"3.2	(150)"
ARP,0.48,"4.0	(150)"
ARP,91.87,"1.0 - 1.9	(67)"
ARP,99.62,"2.0 - 3.1	(81)"
ARP,0.68,"3.4	(150)"
ARP,0.56,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,1.35,"3.6	(150)"
ARP,0.55,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,0.62,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.04,"3.8	(150)"
ARP,95.39,"1.0 - 1.9	(67)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,0.21,"3.8	(150)"
ARP,0.29,"3.8	(150)"
ARP,0.15,"3.6	(150)"
ARP,90.23,"2.0 - 3.1	(81)"
ARP,0.12,"3.6	(150)"
ARP,0.3,"3.8	(150)"
ARP,0,"3.2	(150)"
ARP,0.25,"3.6	(150)"
ARP,0.35,"3.4	(150)"
ARP,1.25,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,97.51,"1.0 - 1.9	(67)"
ARP,0,"3.6	(150)"
ARP,1.41,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,1.4,"3.4	(150)"
ARP,1.12,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0.08,"3.8	(150)"
ARP,0.34,"3.8	(150)"
ARP,0.37,"3.2	(150)"
ARP,0.64,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,0.4,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,0.19,"4.0	(150)"
ARP,0.64,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,1.13,"3.6	(150)"
ARP,0,"3.2	(150)"
ARP,0.52,"3.6	(150)"
ARP,0.26,"4.0	(150)"
ARP,98.21,"2.0 - 3.1	(81)"
ARP,5.06,"3.2	(150)"
ARP,0.79,"3.2	(150)"
ARP,0.45,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,0.94,"3.4	(150)"
ARP,0.73,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,35.52,"2.0 - 3.1	(81)"
ARP,0.55,"3.8	(150)"
ARP,15.83,"3.2	(150)"
ARP,14.41,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,88.7,"2.0 - 3.1	(81)"
ARP,95.74,"2.0 - 3.1	(81)"
ARP,0.41,"3.2	(150)"
ARP,20.66,"3.2	(150)"
ARP,0.45,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,0.44,"3.4	(150)"
ARP,0.26,"3.2	(150)"
ARP,1.08,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,0.25,"3.8	(150)"
ARP,1.57,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,99.04,"2.0 - 3.1	(81)"
ARP,15.09,"3.6	(150)"
ARP,0.19,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,1.13,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,2.38,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0.2,"3.8	(150)"
ARP,0,"3.2	(150)"
ARP,0.04,"4.0	(150)"
ARP,0.45,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,97.36,"2.0 - 3.1	(81)"
ARP,0,"3.6	(150)"
ARP,0.89,"3.4	(150)"
ARP,0.6,"3.6	(150)"
ARP,98.36,"1.0 - 1.9	(67)"
ARP,1.05,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,5.65,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,97.26,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,0.39,"3.2	(150)"
ARP,0.44,"3.6	(150)"
ARP,0.87,"3.4	(150)"
ARP,0.28,"3.6	(150)"
ARP,13.22,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,91.86,"1.0 - 1.9	(67)"
ARP,95.96,"2.0 - 3.1	(81)"
ARP,1.12,"4.0	(150)"
ARP,0.81,"2.0 - 3.1	(81)"
ARP,0.47,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,6.78,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,17.6,"3.2	(150)"
ARP,0.35,"4.0	(150)"
ARP,0.46,"4.0	(150)"
ARP,98.48,"2.0 - 3.1	(81)"
ARP,0,"3.8	(150)"
ARP,2.2,"3.6	(150)"
ARP,0.22,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,95.3,"2.0 - 3.1	(81)"
ARP,0.13,"3.8	(150)"
ARP,5.89,"3.4	(150)"
ARP,0.59,"3.2	(150)"
ARP,0.13,"4.0	(150)"
ARP,98.25,"1.0 - 1.9	(67)"
ARP,95,"2.0 - 3.1	(81)"
ARP,51.36,"3.2	(150)"
ARP,0.42,"3.4	(150)"
ARP,0.57,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0.61,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,0.44,"3.8	(150)"
ARP,0.42,"4.0	(150)"
ARP,0.78,"3.2	(150)"
ARP,0.57,"3.8	(150)"
ARP,31.56,"2.0 - 3.1	(81)"
ARP,3.09,"3.6	(150)"
ARP,94.57,"2.0 - 3.1	(81)"
ARP,10.42,"3.8	(150)"
ARP,9.57,"3.4	(150)"
ARP,0.46,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0.85,"3.2	(150)"
ARP,0.39,"3.6	(150)"
ARP,1.21,"2.0 - 3.1	(81)"
ARP,1.52,"3.8	(150)"
ARP,0.41,"4.0	(150)"
ARP,0.76,"3.8	(150)"
ARP,0.47,"4.0	(150)"
ARP,0.09,"3.6	(150)"
ARP,0.14,"4.0	(150)"
ARP,0.31,"3.8	(150)"
ARP,1.48,"3.4	(150)"
ARP,94.57,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,1.36,"3.4	(150)"
ARP,0.62,"3.6	(150)"
ARP,5.08,"3.2	(150)"
ARP,0.18,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,93.29,"2.0 - 3.1	(81)"
ARP,0.33,"2.0 - 3.1	(81)"
ARP,0.68,"4.0	(150)"
ARP,0,"3.6	(150)"
ARP,0.65,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,0.09,"4.0	(150)"
ARP,96.98,"1.0 - 1.9	(67)"
ARP,0,"4.0	(150)"
ARP,0.87,"3.8	(150)"
ARP,1.84,"3.4	(150)"
ARP,0.38,"3.4	(150)"
ARP,96.49,"2.0 - 3.1	(81)"
ARP,0.67,"3.4	(150)"
ARP,0.14,"3.8	(150)"
ARP,0.23,"3.8	(150)"
ARP,0.61,"3.6	(150)"
ARP,0.46,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,0.35,"3.4	(150)"
ARP,19.96,"3.2	(150)"
ARP,1.1,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.2	(150)"
ARP,0.22,"4.0	(150)"
ARP,1.8,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,8.63,"3.4	(150)"
ARP,0.5,"4.0	(150)"
ARP,1.02,"3.2	(150)"
ARP,28.6,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,0.35,"4.0	(150)"
ARP,0,"3.2	(150)"
ARP,2.39,"3.2	(150)"
ARP,0.76,"3.8	(150)"
ARP,0.41,"3.8	(150)"
ARP,1.52,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,1.52,"3.2	(150)"
ARP,0.18,"3.8	(150)"
ARP,97.33,"1.0 - 1.9	(67)"
ARP,0,"3.6	(150)"
ARP,94.57,"1.0 - 1.9	(67)"
ARP,1.25,"3.6	(150)"
ARP,5.15,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,6.85,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,2.42,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.22,"3.6	(150)"
ARP,0.19,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,92.99,"1.0 - 1.9	(67)"
ARP,0,"3.6	(150)"
ARP,0.92,"3.4	(150)"
ARP,0,"3.4	(150)"
ARP,1.04,"3.8	(150)"
ARP,91.13,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,0.19,"3.4	(150)"
ARP,56.81,"2.0 - 3.1	(81)"
ARP,0.38,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0.31,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,98.8,"2.0 - 3.1	(81)"
ARP,0,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,0.38,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0.48,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,5.43,"3.2	(150)"
ARP,44.35,"3.2	(150)"
ARP,9.9,"3.2	(150)"
ARP,1.32,"2.0 - 3.1	(81)"
ARP,27.27,"3.2	(150)"
ARP,0.24,"4.0	(150)"
ARP,0.93,"1.0 - 1.9	(67)"
ARP,0,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.2	(150)"
ARP,84.39,"2.0 - 3.1	(81)"
ARP,0,"3.8	(150)"
ARP,2.36,"3.4	(150)"
ARP,95.2,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,0.42,"3.8	(150)"
ARP,0.49,"3.2	(150)"
ARP,0.67,"4.0	(150)"
ARP,0.81,"4.0	(150)"
ARP,0.27,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,1.09,"3.8	(150)"
ARP,2.73,"3.4	(150)"
ARP,1.39,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,98.44,"1.0 - 1.9	(67)"
ARP,0.1,"3.6	(150)"
ARP,0.16,"3.2	(150)"
ARP,0.56,"3.4	(150)"
ARP,14.39,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,87.21,"2.0 - 3.1	(81)"
ARP,0.1,"4.0	(150)"
ARP,54.39,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,0.43,"3.8	(150)"
ARP,1.41,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,40.57,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.81,"3.4	(150)"
ARP,0.16,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,1.4,"3.2	(150)"
ARP,29.03,"3.4	(150)"
ARP,1.08,"3.2	(150)"
ARP,0.31,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,0.64,"3.8	(150)"
ARP,0.32,"4.0	(150)"
ARP,0.62,"3.4	(150)"
ARP,85.11,"2.0 - 3.1	(81)"
ARP,1.05,"3.6	(150)"
ARP,0.41,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0.35,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,71.62,"3.2	(150)"
ARP,0.87,"3.6	(150)"
ARP,0.26,"3.4	(150)"
ARP,0.41,"4.0	(150)"
ARP,9.45,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.37,"3.4	(150)"
ARP,0.87,"3.2	(150)"
ARP,0.57,"3.2	(150)"
ARP,0.21,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0,"3.6	(150)"
ARP,0.83,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.68,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,1.04,"3.4	(150)"
ARP,1.68,"3.4	(150)"
ARP,0.88,"3.4	(150)"
ARP,0.84,"4.0	(150)"
ARP,14.5,"3.4	(150)"
ARP,0.49,"3.6	(150)"
ARP,87.26,"1.0 - 1.9	(67)"
ARP,0.44,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,0.78,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.2	(150)"
ARP,89.73,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,0.86,"3.4	(150)"
ARP,95.65,"1.0 - 1.9	(67)"
ARP,1.13,"3.8	(150)"
ARP,50.68,"3.2	(150)"
ARP,0.9,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,0.28,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,0,"3.4	(150)"
ARP,49.58,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,80.21,"3.2	(150)"
ARP,49.51,"2.0 - 3.1	(81)"
ARP,0.36,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,8.71,"3.4	(150)"
ARP,98.96,"2.0 - 3.1	(81)"
ARP,0.37,"4.0	(150)"
ARP,96.05,"1.0 - 1.9	(67)"
ARP,0.67,"3.4	(150)"
ARP,0.31,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,98.69,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,98.98,"1.0 - 1.9	(67)"
ARP,98.03,"2.0 - 3.1	(81)"
ARP,0.79,"3.4	(150)"
ARP,0,"3.4	(150)"
ARP,78.28,"2.0 - 3.1	(81)"
ARP,85.61,"2.0 - 3.1	(81)"
ARP,0.65,"3.8	(150)"
ARP,74,"2.0 - 3.1	(81)"
ARP,0.14,"3.6	(150)"
ARP,0.38,"3.4	(150)"
ARP,0.49,"3.4	(150)"
ARP,2.37,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,99.4,"2.0 - 3.1	(81)"
ARP,78.45,"2.0 - 3.1	(81)"
ARP,7.49,"3.2	(150)"
ARP,0.28,"3.8	(150)"
ARP,0.62,"4.0	(150)"
ARP,0,"3.2	(150)"
ARP,0.46,"4.0	(150)"
ARP,4.19,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,98.21,"1.0 - 1.9	(67)"
ARP,1.27,"3.4	(150)"
ARP,3.88,"3.2	(150)"
ARP,0.46,"3.4	(150)"
ARP,0.14,"3.8	(150)"
ARP,0,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,1.27,"3.2	(150)"
ARP,0.74,"3.8	(150)"
ARP,1.85,"3.2	(150)"
ARP,47.62,"3.2	(150)"
ARP,90.83,"1.0 - 1.9	(67)"
ARP,0.22,"4.0	(150)"
ARP,0.44,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,0.53,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,0.37,"3.6	(150)"
ARP,5.81,"3.6	(150)"
ARP,0.18,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,82.98,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,97.58,"1.0 - 1.9	(67)"
ARP,0.51,"3.6	(150)"
ARP,0.21,"4.0	(150)"
ARP,0,"4.0	(150)"
ARP,0.96,"3.2	(150)"
ARP,0.64,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,1.52,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,95.24,"1.0 - 1.9	(67)"
ARP,1.09,"3.4	(150)"
ARP,89.39,"1.0 - 1.9	(67)"
ARP,86.21,"2.0 - 3.1	(81)"
ARP,0,"3.8	(150)"
ARP,0.48,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,1.11,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,0.94,"3.2	(150)"
ARP,1.07,"3.4	(150)"
ARP,0.27,"3.8	(150)"
ARP,0.31,"4.0	(150)"
ARP,10.93,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,1.39,"3.2	(150)"
ARP,2.24,"3.2	(150)"
ARP,1.3,"3.6	(150)"
ARP,96.98,"2.0 - 3.1	(81)"
ARP,22.32,"3.4	(150)"
ARP,1.23,"3.4	(150)"
ARP,0.21,"4.0	(150)"
ARP,0.27,"3.4	(150)"
ARP,0.22,"4.0	(150)"
ARP,0,"3.4	(150)"
ARP,91.85,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,21.89,"3.4	(150)"
ARP,1.81,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,0.98,"3.6	(150)"
ARP,0.47,"3.8	(150)"
ARP,0.47,"3.2	(150)"
ARP,0.3,"4.0	(150)"
ARP,0.4,"3.8	(150)"
ARP,98.28,"1.0 - 1.9	(67)"
ARP,6.93,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,96.27,"2.0 - 3.1	(81)"
ARP,0.56,"4.0	(150)"
ARP,90.41,"1.0 - 1.9	(67)"
ARP,11.36,"2.0 - 3.1	(81)"
ARP,0.66,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0.22,"4.0	(150)"
ARP,2.7,"3.2	(150)"
ARP,0.53,"3.2	(150)"
ARP,95.62,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,97.29,"1.0 - 1.9	(67)"
ARP,0,"3.2	(150)"
ARP,98.2,"1.0 - 1.9	(67)"
ARP,0,"3.8	(150)"
ARP,0,"4.0	(150)"
ARP,1.51,"2.0 - 3.1	(81)"
ARP,97.61,"1.0 - 1.9	(67)"
ARP,0.27,"4.0	(150)"
ARP,96.97,"2.0 - 3.1	(81)"
ARP,91.47,"1.0 - 1.9	(67)"
ARP,1.12,"3.2	(150)"
ARP,53.52,"2.0 - 3.1	(81)"
ARP,0.89,"3.8	(150)"
ARP,94.16,"1.0 - 1.9	(67)"
ARP,1.33,"3.2	(150)"
ARP,97.95,"2.0 - 3.1	(81)"
ARP,0,"3.4	(150)"
ARP,0.17,"3.6	(150)"
ARP,97.66,"1.0 - 1.9	(67)"
ARP,0.27,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0.64,"4.0	(150)"
ARP,0.22,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,3.81,"3.2	(150)"
ARP,0.78,"3.2	(150)"
ARP,1.39,"3.4	(150)"
ARP,59.24,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,62.43,"2.0 - 3.1	(81)"
ARP,0.65,"3.2	(150)"
ARP,4.06,"3.4	(150)"
ARP,1.78,"3.8	(150)"
ARP,94.58,"2.0 - 3.1	(81)"
ARP,0.49,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,1.64,"1.0 - 1.9	(67)"
ARP,6.87,"3.2	(150)"
ARP,98.25,"1.0 - 1.9	(67)"
ARP,0.3,"3.6	(150)"
ARP,96.17,"1.0 - 1.9	(67)"
ARP,1.06,"4.0	(150)"
ARP,0,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,0.43,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,0.52,"3.6	(150)"
ARP,0,"3.6	(150)"
ARP,1.77,"3.4	(150)"
ARP,0.73,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,51.74,"3.2	(150)"
ARP,0.26,"3.6	(150)"
ARP,1.05,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,97.1,"2.0 - 3.1	(81)"
ARP,0.27,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,0.25,"4.0	(150)"
ARP,94,"1.0 - 1.9	(67)"
ARP,1.5,"3.6	(150)"
ARP,96.15,"2.0 - 3.1	(81)"
ARP,0,"3.6	(150)"
ARP,0.27,"4.0	(150)"
ARP,96.88,"2.0 - 3.1	(81)"
ARP,1.11,"3.6	(150)"
ARP,0.28,"3.6	(150)"
ARP,4.46,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0.17,"4.0	(150)"
ARP,11.5,"2.0 - 3.1	(81)"
ARP,0.52,"3.2	(150)"
ARP,94.39,"2.0 - 3.1	(81)"
ARP,79.1,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,89.49,"2.0 - 3.1	(81)"
ARP,0.88,"3.6	(150)"
ARP,7.35,"3.2	(150)"
ARP,0.99,"3.6	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.8	(150)"
ARP,0.45,"4.0	(150)"
ARP,2.36,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,0.37,"3.4	(150)"
ARP,0.54,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,1.3,"1.0 - 1.9	(67)"
ARP,0,"3.2	(150)"
ARP,0.53,"3.4	(150)"
ARP,0.65,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,63.74,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,0.19,"3.6	(150)"
ARP,1.09,"4.0	(150)"
ARP,97.27,"1.0 - 1.9	(67)"
ARP,0.07,"3.8	(150)"
ARP,0.89,"4.0	(150)"
ARP,0.32,"3.2	(150)"
ARP,0.85,"3.8	(150)"
ARP,0,"3.2	(150)"
ARP,0.46,"3.8	(150)"
ARP,0.57,"3.4	(150)"
ARP,95.06,"1.0 - 1.9	(67)"
ARP,2.68,"3.2	(150)"
ARP,0,"4.0	(150)"
ARP,98.46,"1.0 - 1.9	(67)"
ARP,0,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,9.01,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,0.12,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,0.41,"3.8	(150)"
ARP,0.35,"3.2	(150)"
ARP,97.88,"1.0 - 1.9	(67)"
ARP,0,"3.6	(150)"
ARP,0.28,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,12.7,"3.4	(150)"
ARP,0.64,"3.4	(150)"
ARP,2.95,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,0.67,"3.6	(150)"
ARP,76.6,"2.0 - 3.1	(81)"
ARP,97.62,"1.0 - 1.9	(67)"
ARP,33.75,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,22.33,"3.2	(150)"
ARP,0.14,"3.4	(150)"
ARP,0,"3.6	(150)"
ARP,0,"3.4	(150)"
ARP,1.63,"3.2	(150)"
ARP,76.72,"3.2	(150)"
ARP,0.13,"3.2	(150)"
ARP,1.17,"3.4	(150)"
ARP,0,"3.2	(150)"
ARP,0,"3.6	(150)"
ARP,1.24,"3.6	(150)"
ARP,25.91,"2.0 - 3.1	(81)"
ARP,0.34,"3.8	(150)"
ARP,0.67,"3.2	(150)"
ARP,0,"3.8	(150)"
ARP,9.47,"3.2	(150)"
ARP,0,"3.4	(150)"
ARP,0,"3.8	(150)"
ARP,0,"3.6	(150)"
ARP,0.83,"3.4	(150)"
ARP,0,"4.0	(150)"
ARP,0.52,"3.4	(150)"
ARP,44.6,"2.0 - 3.1	(81)"
ARP,0.13,"3.6	(150)"
ARP,92.06,"2.0 - 3.1	(81)"
ARP,6.51,"3.2	(150)"
ARP,94.17,"1.0 - 1.9	(67)"
ARP,0.88,"3.8	(150)"
ARP,0,"3.4	(150)"
ARP,2.7,"3.4	(150)"
ARP,0.5,"3.2	(150)"
ARP,57.5,"2.0 - 3.1	(81)"
ARP,0,"4.0	(150)"
ARP,0,"3.8	(150)"
ARP,3.13,"3.2	(150)"
ARP,0.35,"3.8	(150)"
ARP,95.68,"2.0 - 3.1	(81)"
ARP,0.19,"3.6	(150)"
ARP,0.38,"3.8	(150)"
ARP,79.57,"1.0 - 1.9	(67)"
ARP,0,"3.6	(150)"
ARP,0,"4.0	(150)"
ARP,3.79,"3.2	(150)"
